#Name	Length	Bases	Coverage	Reads	RPKM	Frags	FPKM
k127_126912 flag=1 multi=2.0000 len=592	592	1064	1.7973	8	220.4057	4	220.4057
k127_127054 flag=1 multi=3.0000 len=422	422	0	0.0000	0	0.0000	0	0.0000
k127_127424 flag=1 multi=5.0000 len=1994	1994	0	0.0000	0	0.0000	0	0.0000
k127_127735 flag=1 multi=7.0000 len=311	311	0	0.0000	0	0.0000	0	0.0000
k127_127764 flag=1 multi=10.0000 len=1776	1776	0	0.0000	0	0.0000	0	0.0000
k127_127765 flag=1 multi=294.4879 len=2980	2980	0	0.0000	0	0.0000	0	0.0000
k127_128351 flag=1 multi=2.0000 len=352	352	0	0.0000	0	0.0000	0	0.0000
k127_128712 flag=1 multi=5.0000 len=637	637	0	0.0000	0	0.0000	0	0.0000
k127_129219 flag=1 multi=3.0000 len=652	652	0	0.0000	0	0.0000	0	0.0000
k127_129854 flag=1 multi=13.0000 len=4307	4307	0	0.0000	0	0.0000	0	0.0000
k127_131118 flag=1 multi=25.0000 len=371	371	0	0.0000	0	0.0000	0	0.0000
k127_131907 flag=1 multi=4.0000 len=702	702	0	0.0000	0	0.0000	0	0.0000
k127_131961 flag=1 multi=1.0000 len=395	395	0	0.0000	0	0.0000	0	0.0000
k127_132020 flag=1 multi=31.2443 len=696	696	0	0.0000	0	0.0000	0	0.0000
k127_132177 flag=1 multi=41.0000 len=5242	5242	0	0.0000	0	0.0000	0	0.0000
k127_132458 flag=1 multi=1.0000 len=425	425	0	0.0000	0	0.0000	0	0.0000
k127_132555 flag=1 multi=34.0000 len=638	638	0	0.0000	0	0.0000	0	0.0000
k127_133263 flag=1 multi=2.0000 len=321	321	0	0.0000	0	0.0000	0	0.0000
k127_134029 flag=1 multi=2.0000 len=453	453	0	0.0000	0	0.0000	0	0.0000
k127_134181 flag=1 multi=5.0000 len=305	305	0	0.0000	0	0.0000	0	0.0000
k127_134918 flag=1 multi=2.0000 len=330	330	0	0.0000	0	0.0000	0	0.0000
k127_135661 flag=1 multi=4.0000 len=379	379	0	0.0000	0	0.0000	0	0.0000
k127_136126 flag=1 multi=12.0000 len=3142	3142	0	0.0000	0	0.0000	0	0.0000
k127_137523 flag=0 multi=29.9965 len=1839	1839	0	0.0000	0	0.0000	0	0.0000
k127_137745 flag=1 multi=3.0000 len=446	446	0	0.0000	0	0.0000	0	0.0000
k127_138115 flag=1 multi=6.0554 len=1048	1048	0	0.0000	0	0.0000	0	0.0000
k127_138600 flag=1 multi=5.0000 len=1145	1145	0	0.0000	0	0.0000	0	0.0000
k127_138700 flag=1 multi=6.0000 len=869	869	0	0.0000	0	0.0000	0	0.0000
k127_139640 flag=0 multi=251.0000 len=824	824	0	0.0000	0	0.0000	0	0.0000
k127_140231 flag=1 multi=6.0000 len=1220	1220	0	0.0000	0	0.0000	0	0.0000
k127_140348 flag=1 multi=2.0000 len=381	381	0	0.0000	0	0.0000	0	0.0000
k127_140733 flag=1 multi=9.0000 len=1565	1565	0	0.0000	0	0.0000	0	0.0000
k127_140753 flag=1 multi=1.0000 len=393	393	0	0.0000	0	0.0000	0	0.0000
k127_141059 flag=1 multi=123.0533 len=8911	8911	223902	25.1265	1556	2847.9847	778	2847.9847
k127_141286 flag=1 multi=12.0000 len=729	729	0	0.0000	0	0.0000	0	0.0000
k127_141569 flag=1 multi=6.0000 len=693	693	0	0.0000	0	0.0000	0	0.0000
k127_142155 flag=1 multi=6.0000 len=673	673	0	0.0000	0	0.0000	0	0.0000
k127_142716 flag=1 multi=12.0000 len=749	749	0	0.0000	0	0.0000	0	0.0000
k127_143213 flag=1 multi=12.0000 len=5438	5438	0	0.0000	0	0.0000	0	0.0000
k127_143571 flag=0 multi=19.6824 len=445	445	0	0.0000	0	0.0000	0	0.0000
k127_144160 flag=0 multi=53.1071 len=1154	1154	0	0.0000	0	0.0000	0	0.0000
k127_144227 flag=1 multi=2.0000 len=372	372	447	1.2016	3	131.5324	1	87.6883
k127_144581 flag=1 multi=23.0000 len=2639	2639	0	0.0000	0	0.0000	0	0.0000
k127_144684 flag=1 multi=3.0000 len=777	777	0	0.0000	0	0.0000	0	0.0000
k127_144689 flag=1 multi=5.0000 len=680	680	0	0.0000	0	0.0000	0	0.0000
k127_145073 flag=1 multi=9.0000 len=1277	1277	0	0.0000	0	0.0000	0	0.0000
k127_145079 flag=1 multi=4.0000 len=311	311	0	0.0000	0	0.0000	0	0.0000
k127_145197 flag=1 multi=4.0000 len=1085	1085	0	0.0000	0	0.0000	0	0.0000
k127_145428 flag=1 multi=17.4158 len=2883	2883	0	0.0000	0	0.0000	0	0.0000
k127_145965 flag=1 multi=2.0000 len=355	355	0	0.0000	0	0.0000	0	0.0000
k127_146271 flag=1 multi=4.0000 len=351	351	0	0.0000	0	0.0000	0	0.0000
k127_146650 flag=1 multi=2.0000 len=410	410	0	0.0000	0	0.0000	0	0.0000
k127_146709 flag=1 multi=20.4079 len=3562	3562	0	0.0000	0	0.0000	0	0.0000
k127_147275 flag=1 multi=67.8433 len=5821	5821	0	0.0000	0	0.0000	0	0.0000
k127_147734 flag=1 multi=2.0000 len=444	444	2593	5.8401	18	661.2170	9	661.2170
k127_148049 flag=0 multi=4.2661 len=360	360	0	0.0000	0	0.0000	0	0.0000
k127_148173 flag=0 multi=15.4458 len=367	367	0	0.0000	0	0.0000	0	0.0000
k127_148329 flag=1 multi=31.1051 len=21250	21250	0	0.0000	0	0.0000	0	0.0000
k127_148344 flag=1 multi=2.0000 len=424	424	0	0.0000	0	0.0000	0	0.0000
k127_148388 flag=1 multi=2.0000 len=505	505	229	0.4535	2	64.5941	1	64.5941
k127_148857 flag=1 multi=3.0000 len=561	561	0	0.0000	0	0.0000	0	0.0000
k127_149685 flag=1 multi=1.0000 len=334	334	0	0.0000	0	0.0000	0	0.0000
k127_149922 flag=1 multi=3.0000 len=424	424	0	0.0000	0	0.0000	0	0.0000
k127_150470 flag=1 multi=3.0000 len=455	455	297	0.6527	2	71.6924	1	71.6924
k127_151564 flag=1 multi=6.0000 len=1709	1709	0	0.0000	0	0.0000	0	0.0000
k127_153427 flag=1 multi=4.0000 len=1312	1312	0	0.0000	0	0.0000	0	0.0000
k127_153478 flag=1 multi=6.0000 len=509	509	0	0.0000	0	0.0000	0	0.0000
k127_154489 flag=1 multi=5.0000 len=383	383	876	2.2872	6	255.5095	3	255.5095
k127_154612 flag=1 multi=4.0000 len=340	340	0	0.0000	0	0.0000	0	0.0000
k127_154982 flag=1 multi=19.1421 len=1929	1929	0	0.0000	0	0.0000	0	0.0000
k127_157721 flag=1 multi=5.0000 len=464	464	0	0.0000	0	0.0000	0	0.0000
k127_158002 flag=1 multi=3.0000 len=776	776	0	0.0000	0	0.0000	0	0.0000
k127_158790 flag=1 multi=49.3756 len=5832	5832	0	0.0000	0	0.0000	0	0.0000
k127_159739 flag=1 multi=519.0476 len=2566	2566	0	0.0000	0	0.0000	0	0.0000
k127_160240 flag=0 multi=84.2954 len=4250	4250	0	0.0000	0	0.0000	0	0.0000
k127_160704 flag=1 multi=3.0000 len=932	932	0	0.0000	0	0.0000	0	0.0000
k127_160777 flag=1 multi=2.0000 len=346	346	0	0.0000	0	0.0000	0	0.0000
k127_162548 flag=0 multi=104.8056 len=4335	4335	0	0.0000	0	0.0000	0	0.0000
k127_162762 flag=1 multi=8.7594 len=1324	1324	0	0.0000	0	0.0000	0	0.0000
k127_163117 flag=1 multi=9.0000 len=4774	4774	0	0.0000	0	0.0000	0	0.0000
k127_163292 flag=1 multi=17.0000 len=7774	7774	0	0.0000	0	0.0000	0	0.0000
k127_164084 flag=1 multi=3.0000 len=356	356	0	0.0000	0	0.0000	0	0.0000
k127_164122 flag=0 multi=181.5940 len=1696	1696	0	0.0000	0	0.0000	0	0.0000
k127_164394 flag=1 multi=3.0000 len=322	322	0	0.0000	0	0.0000	0	0.0000
k127_164473 flag=1 multi=5.5696 len=2032	2032	0	0.0000	0	0.0000	0	0.0000
k127_164544 flag=1 multi=6.0000 len=1106	1106	0	0.0000	0	0.0000	0	0.0000
k127_165523 flag=1 multi=181.0000 len=4637	4637	0	0.0000	0	0.0000	0	0.0000
k127_166412 flag=1 multi=37.1493 len=1326	1326	0	0.0000	0	0.0000	0	0.0000
k127_166496 flag=1 multi=2.0000 len=513	513	0	0.0000	0	0.0000	0	0.0000
k127_167081 flag=1 multi=2.0000 len=692	692	0	0.0000	0	0.0000	0	0.0000
k127_167161 flag=1 multi=7.0000 len=1082	1082	5282	4.8817	36	542.6624	18	542.6624
k127_167645 flag=1 multi=11.0000 len=1961	1961	0	0.0000	0	0.0000	0	0.0000
k127_168058 flag=1 multi=4.0000 len=937	937	0	0.0000	0	0.0000	0	0.0000
k127_168492 flag=1 multi=4.0000 len=310	310	0	0.0000	0	0.0000	0	0.0000
k127_168497 flag=1 multi=2.0000 len=576	576	0	0.0000	0	0.0000	0	0.0000
k127_169334 flag=1 multi=5.0000 len=324	324	0	0.0000	0	0.0000	0	0.0000
k127_169550 flag=1 multi=3.0000 len=674	674	0	0.0000	0	0.0000	0	0.0000
k127_170265 flag=1 multi=6.0000 len=335	335	0	0.0000	0	0.0000	0	0.0000
k127_170617 flag=0 multi=16.3104 len=2163	2163	18090	8.3634	126	950.0983	63	950.0983
k127_171016 flag=1 multi=4.0000 len=703	703	0	0.0000	0	0.0000	0	0.0000
k127_171471 flag=1 multi=8.0000 len=2601	2601	0	0.0000	0	0.0000	0	0.0000
k127_171935 flag=1 multi=10.0000 len=1672	1672	0	0.0000	0	0.0000	0	0.0000
k127_173247 flag=1 multi=4.0000 len=1476	1476	0	0.0000	0	0.0000	0	0.0000
k127_174068 flag=1 multi=28.0000 len=2540	2540	0	0.0000	0	0.0000	0	0.0000
k127_174466 flag=1 multi=4.0000 len=778	778	0	0.0000	0	0.0000	0	0.0000
k127_175820 flag=1 multi=16.0000 len=1730	1730	0	0.0000	0	0.0000	0	0.0000
k127_176482 flag=0 multi=39.1078 len=1861	1861	0	0.0000	0	0.0000	0	0.0000
k127_176494 flag=1 multi=32.4636 len=9245	9245	0	0.0000	0	0.0000	0	0.0000
k127_176947 flag=1 multi=2.0000 len=464	464	0	0.0000	0	0.0000	0	0.0000
k127_177202 flag=1 multi=9.0000 len=2522	2522	0	0.0000	0	0.0000	0	0.0000
k127_177424 flag=1 multi=5.0000 len=463	463	0	0.0000	0	0.0000	0	0.0000
k127_177632 flag=1 multi=7.0000 len=899	899	0	0.0000	0	0.0000	0	0.0000
k127_177803 flag=1 multi=11.0000 len=1157	1157	0	0.0000	0	0.0000	0	0.0000
k127_179050 flag=1 multi=3.0000 len=341	341	0	0.0000	0	0.0000	0	0.0000
k127_179655 flag=1 multi=3.0000 len=411	411	0	0.0000	0	0.0000	0	0.0000
k127_181207 flag=1 multi=1.0000 len=411	411	0	0.0000	0	0.0000	0	0.0000
k127_181517 flag=0 multi=165.3333 len=922	922	0	0.0000	0	0.0000	0	0.0000
k127_181713 flag=1 multi=14.0000 len=553	553	2382	4.3074	16	471.8993	8	471.8993
k127_182618 flag=1 multi=7.0000 len=2010	2010	0	0.0000	0	0.0000	0	0.0000
k127_182868 flag=1 multi=6.0000 len=839	839	0	0.0000	0	0.0000	0	0.0000
k127_182936 flag=1 multi=3.0000 len=1150	1150	0	0.0000	0	0.0000	0	0.0000
k127_183211 flag=1 multi=41.0000 len=770	770	0	0.0000	0	0.0000	0	0.0000
k127_185377 flag=1 multi=1.0000 len=330	330	0	0.0000	0	0.0000	0	0.0000
k127_185869 flag=1 multi=2.0000 len=328	328	0	0.0000	0	0.0000	0	0.0000
k127_186927 flag=1 multi=41.5098 len=1047	1047	0	0.0000	0	0.0000	0	0.0000
k127_187299 flag=1 multi=9.0000 len=476	476	0	0.0000	0	0.0000	0	0.0000
k127_187327 flag=1 multi=4.0000 len=363	363	0	0.0000	0	0.0000	0	0.0000
k127_187518 flag=1 multi=2.0000 len=301	301	0	0.0000	0	0.0000	0	0.0000
k127_187794 flag=1 multi=26.1844 len=8387	8387	8810	1.0504	60	116.6807	30	116.6807
k127_187947 flag=1 multi=2.0000 len=734	734	1564	2.1308	11	244.4281	5	222.2074
k127_188336 flag=1 multi=6.0000 len=481	481	0	0.0000	0	0.0000	0	0.0000
k127_188524 flag=1 multi=2.0000 len=366	366	296	0.8087	2	89.1258	1	89.1258
k127_189506 flag=1 multi=3.0000 len=320	320	1200	3.7500	8	407.7505	4	407.7505
k127_190268 flag=1 multi=39.0000 len=2920	2920	0	0.0000	0	0.0000	0	0.0000
k127_190295 flag=1 multi=12.0000 len=3498	3498	1200	0.3431	8	37.3014	4	37.3014
k127_190555 flag=1 multi=15.0000 len=1432	1432	0	0.0000	0	0.0000	0	0.0000
k127_190565 flag=1 multi=8.0000 len=442	442	0	0.0000	0	0.0000	0	0.0000
k127_191282 flag=1 multi=5.0000 len=861	861	0	0.0000	0	0.0000	0	0.0000
k127_191950 flag=1 multi=7.0000 len=980	980	0	0.0000	0	0.0000	0	0.0000
k127_192575 flag=0 multi=164.0000 len=8154	8154	0	0.0000	0	0.0000	0	0.0000
k127_192960 flag=1 multi=5.0000 len=1799	1799	0	0.0000	0	0.0000	0	0.0000
k127_193874 flag=1 multi=12.0000 len=3189	3189	0	0.0000	0	0.0000	0	0.0000
k127_194047 flag=1 multi=84.0000 len=2177	2177	0	0.0000	0	0.0000	0	0.0000
k127_194275 flag=1 multi=15.0000 len=1191	1191	0	0.0000	0	0.0000	0	0.0000
k127_194304 flag=1 multi=4.0000 len=381	381	0	0.0000	0	0.0000	0	0.0000
k127_194402 flag=1 multi=27.0000 len=2158	2158	0	0.0000	0	0.0000	0	0.0000
k127_194852 flag=1 multi=3.0000 len=363	363	0	0.0000	0	0.0000	0	0.0000
k127_195870 flag=0 multi=128.2668 len=1390	1390	0	0.0000	0	0.0000	0	0.0000
k127_197811 flag=1 multi=3.0000 len=655	655	517	0.7893	4	99.6032	2	99.6032
k127_198953 flag=1 multi=4.0000 len=598	598	0	0.0000	0	0.0000	0	0.0000
k127_199199 flag=1 multi=4.0000 len=1189	1189	0	0.0000	0	0.0000	0	0.0000
k127_202217 flag=1 multi=7.0000 len=778	778	1464	1.8817	10	209.6404	5	209.6404
k127_202472 flag=1 multi=29.1650 len=1897	1897	0	0.0000	0	0.0000	0	0.0000
k127_203697 flag=0 multi=30.0422 len=3282	3282	0	0.0000	0	0.0000	0	0.0000
k127_204322 flag=1 multi=20.2083 len=9123	9123	0	0.0000	0	0.0000	0	0.0000
k127_205141 flag=1 multi=18.0000 len=3401	3401	0	0.0000	0	0.0000	0	0.0000
k127_206782 flag=1 multi=3.0000 len=502	502	0	0.0000	0	0.0000	0	0.0000
k127_207006 flag=1 multi=1.0000 len=443	443	0	0.0000	0	0.0000	0	0.0000
k127_208628 flag=1 multi=14.0000 len=8956	8956	0	0.0000	0	0.0000	0	0.0000
k127_209076 flag=0 multi=9508.0000 len=6462	6462	118	0.0183	1	2.5240	0	0.0000
k127_209090 flag=1 multi=15.0000 len=2793	2793	0	0.0000	0	0.0000	0	0.0000
k127_209798 flag=1 multi=45.2047 len=938	938	0	0.0000	0	0.0000	0	0.0000
k127_210062 flag=1 multi=8.0000 len=578	578	0	0.0000	0	0.0000	0	0.0000
k127_210316 flag=1 multi=6.0000 len=646	646	0	0.0000	0	0.0000	0	0.0000
k127_211715 flag=1 multi=4.0000 len=376	376	0	0.0000	0	0.0000	0	0.0000
k127_211984 flag=0 multi=127.8106 len=1505	1505	0	0.0000	0	0.0000	0	0.0000
k127_211990 flag=1 multi=4.0000 len=758	758	0	0.0000	0	0.0000	0	0.0000
k127_212514 flag=1 multi=1356.0000 len=3831	3831	149	0.0389	1	4.2574	0	0.0000
k127_212606 flag=1 multi=4.0000 len=416	416	0	0.0000	0	0.0000	0	0.0000
k127_212878 flag=1 multi=2.0000 len=659	659	0	0.0000	0	0.0000	0	0.0000
k127_213108 flag=1 multi=5.0000 len=491	491	0	0.0000	0	0.0000	0	0.0000
k127_213303 flag=1 multi=16.7670 len=5788	5788	0	0.0000	0	0.0000	0	0.0000
k127_213750 flag=1 multi=6.0000 len=606	606	0	0.0000	0	0.0000	0	0.0000
k127_214070 flag=1 multi=32.0000 len=669	669	0	0.0000	0	0.0000	0	0.0000
k127_214076 flag=1 multi=2.0000 len=433	433	0	0.0000	0	0.0000	0	0.0000
k127_214951 flag=1 multi=1.0000 len=300	300	0	0.0000	0	0.0000	0	0.0000
k127_215178 flag=1 multi=13.0000 len=2842	2842	0	0.0000	0	0.0000	0	0.0000
k127_215367 flag=1 multi=14.0000 len=741	741	0	0.0000	0	0.0000	0	0.0000
k127_215639 flag=1 multi=20.0000 len=1111	1111	0	0.0000	0	0.0000	0	0.0000
k127_215957 flag=1 multi=6.0000 len=300	300	0	0.0000	0	0.0000	0	0.0000
k127_216087 flag=1 multi=14.0000 len=1167	1167	0	0.0000	0	0.0000	0	0.0000
k127_217988 flag=1 multi=1.0000 len=384	384	0	0.0000	0	0.0000	0	0.0000
k127_218753 flag=1 multi=4.0000 len=442	442	0	0.0000	0	0.0000	0	0.0000
k127_219111 flag=1 multi=20.0346 len=6625	6625	0	0.0000	0	0.0000	0	0.0000
k127_220123 flag=1 multi=2.0000 len=352	352	0	0.0000	0	0.0000	0	0.0000
k127_220126 flag=0 multi=25.7235 len=778	778	0	0.0000	0	0.0000	0	0.0000
k127_221320 flag=1 multi=3.0000 len=324	324	0	0.0000	0	0.0000	0	0.0000
k127_222163 flag=1 multi=7.0000 len=1698	1698	0	0.0000	0	0.0000	0	0.0000
k127_222164 flag=1 multi=10.0000 len=828	828	5813	7.0205	40	787.9237	20	787.9237
k127_222576 flag=1 multi=3.0000 len=375	375	0	0.0000	0	0.0000	0	0.0000
k127_222896 flag=1 multi=4.0000 len=337	337	0	0.0000	0	0.0000	0	0.0000
k127_222969 flag=1 multi=4.0000 len=435	435	0	0.0000	0	0.0000	0	0.0000
k127_223540 flag=1 multi=4.0000 len=2388	2388	0	0.0000	0	0.0000	0	0.0000
k127_225147 flag=1 multi=1.0000 len=340	340	0	0.0000	0	0.0000	0	0.0000
k127_225184 flag=0 multi=78.2783 len=533	533	0	0.0000	0	0.0000	0	0.0000
k127_226238 flag=1 multi=3.0000 len=488	488	1346	2.7582	9	300.7996	4	267.3774
k127_227778 flag=1 multi=44.0000 len=806	806	0	0.0000	0	0.0000	0	0.0000
k127_229615 flag=1 multi=5.0000 len=311	311	0	0.0000	0	0.0000	0	0.0000
k127_230846 flag=1 multi=2.0000 len=584	584	0	0.0000	0	0.0000	0	0.0000
k127_230965 flag=0 multi=20.9930 len=2997	2997	0	0.0000	0	0.0000	0	0.0000
k127_234563 flag=1 multi=38.8567 len=9806	9806	0	0.0000	0	0.0000	0	0.0000
k127_235709 flag=1 multi=4.0000 len=358	358	0	0.0000	0	0.0000	0	0.0000
k127_235794 flag=1 multi=3.0000 len=660	660	0	0.0000	0	0.0000	0	0.0000
k127_236187 flag=1 multi=6.0000 len=970	970	6968	7.1835	49	823.9083	24	807.0938
k127_236743 flag=1 multi=1.0000 len=308	308	150	0.4870	1	52.9546	0	0.0000
k127_237617 flag=1 multi=2.0000 len=378	378	0	0.0000	0	0.0000	0	0.0000
k127_237994 flag=1 multi=4.0000 len=677	677	0	0.0000	0	0.0000	0	0.0000
k127_239813 flag=1 multi=3.0000 len=395	395	0	0.0000	0	0.0000	0	0.0000
k127_239868 flag=1 multi=8.0000 len=1105	1105	0	0.0000	0	0.0000	0	0.0000
k127_240129 flag=1 multi=7.0000 len=2887	2887	0	0.0000	0	0.0000	0	0.0000
k127_240564 flag=1 multi=2.0000 len=310	310	0	0.0000	0	0.0000	0	0.0000
k127_241015 flag=0 multi=23.0141 len=909	909	0	0.0000	0	0.0000	0	0.0000
k127_241104 flag=1 multi=4.0000 len=518	518	0	0.0000	0	0.0000	0	0.0000
k127_241338 flag=1 multi=8.0000 len=956	956	0	0.0000	0	0.0000	0	0.0000
k127_241804 flag=1 multi=6.0000 len=1585	1585	9635	6.0789	67	689.4457	33	679.1554
k127_242000 flag=1 multi=2.0000 len=320	320	392	1.2250	3	152.9064	1	101.9376
k127_242113 flag=1 multi=2.0000 len=365	365	0	0.0000	0	0.0000	0	0.0000
k127_242438 flag=0 multi=150.0815 len=6950	6950	0	0.0000	0	0.0000	0	0.0000
k127_243247 flag=0 multi=76.5526 len=5699	5699	0	0.0000	0	0.0000	0	0.0000
k127_243321 flag=1 multi=4.0000 len=498	498	0	0.0000	0	0.0000	0	0.0000
k127_243713 flag=1 multi=6.0000 len=804	804	300	0.3731	2	40.5722	1	40.5722
k127_244009 flag=1 multi=4.0000 len=392	392	300	0.7653	2	83.2144	1	83.2144
k127_244102 flag=0 multi=66.4398 len=3306	3306	0	0.0000	0	0.0000	0	0.0000
k127_244413 flag=1 multi=4.0000 len=1256	1256	0	0.0000	0	0.0000	0	0.0000
k127_244531 flag=0 multi=13.0000 len=3138	3138	0	0.0000	0	0.0000	0	0.0000
k127_244809 flag=1 multi=3.0000 len=341	341	0	0.0000	0	0.0000	0	0.0000
k127_245548 flag=0 multi=40.3250 len=924	924	0	0.0000	0	0.0000	0	0.0000
k127_245731 flag=1 multi=21.0000 len=1229	1229	0	0.0000	0	0.0000	0	0.0000
k127_246028 flag=1 multi=2.0000 len=389	389	0	0.0000	0	0.0000	0	0.0000
k127_246165 flag=1 multi=3.0000 len=632	632	0	0.0000	0	0.0000	0	0.0000
k127_246966 flag=1 multi=3.0000 len=319	319	0	0.0000	0	0.0000	0	0.0000
k127_247140 flag=1 multi=2.0000 len=324	324	0	0.0000	0	0.0000	0	0.0000
k127_247171 flag=1 multi=4.7996 len=606	606	0	0.0000	0	0.0000	0	0.0000
k127_247439 flag=1 multi=29.3125 len=847	847	0	0.0000	0	0.0000	0	0.0000
k127_247655 flag=1 multi=2.0000 len=315	315	0	0.0000	0	0.0000	0	0.0000
k127_249384 flag=1 multi=4.0000 len=975	975	0	0.0000	0	0.0000	0	0.0000
k127_249399 flag=0 multi=48.3234 len=2304	2304	0	0.0000	0	0.0000	0	0.0000
k127_250211 flag=1 multi=4.0000 len=462	462	0	0.0000	0	0.0000	0	0.0000
k127_250373 flag=1 multi=4.0000 len=753	753	0	0.0000	0	0.0000	0	0.0000
k127_251235 flag=1 multi=3.0000 len=460	460	627	1.3630	6	212.7394	3	212.7394
k127_251436 flag=1 multi=2.0000 len=369	369	0	0.0000	0	0.0000	0	0.0000
k127_251763 flag=1 multi=2.0000 len=355	355	0	0.0000	0	0.0000	0	0.0000
k127_251876 flag=1 multi=2.0000 len=342	342	0	0.0000	0	0.0000	0	0.0000
k127_252651 flag=1 multi=14.0000 len=935	935	0	0.0000	0	0.0000	0	0.0000
k127_252904 flag=1 multi=3.0000 len=393	393	0	0.0000	0	0.0000	0	0.0000
k127_253453 flag=1 multi=5.0000 len=592	592	0	0.0000	0	0.0000	0	0.0000
k127_253602 flag=1 multi=3.0000 len=535	535	0	0.0000	0	0.0000	0	0.0000
k127_254240 flag=1 multi=4.0000 len=514	514	0	0.0000	0	0.0000	0	0.0000
k127_254398 flag=1 multi=22.0000 len=6593	6593	0	0.0000	0	0.0000	0	0.0000
k127_254537 flag=1 multi=9.0000 len=772	772	0	0.0000	0	0.0000	0	0.0000
k127_254643 flag=1 multi=13.0000 len=441	441	0	0.0000	0	0.0000	0	0.0000
k127_254696 flag=1 multi=5.0000 len=591	591	0	0.0000	0	0.0000	0	0.0000
k127_256493 flag=1 multi=4.0000 len=331	331	0	0.0000	0	0.0000	0	0.0000
k127_257197 flag=1 multi=33.0000 len=369	369	0	0.0000	0	0.0000	0	0.0000
k127_257420 flag=1 multi=5.0000 len=338	338	0	0.0000	0	0.0000	0	0.0000
k127_257665 flag=1 multi=26.0000 len=723	723	0	0.0000	0	0.0000	0	0.0000
k127_258089 flag=1 multi=9.0000 len=6459	6459	0	0.0000	0	0.0000	0	0.0000
k127_260112 flag=1 multi=6.0000 len=870	870	5421	6.2310	38	712.3917	19	712.3917
k127_260566 flag=1 multi=24.5003 len=1760	1760	0	0.0000	0	0.0000	0	0.0000
k127_261241 flag=1 multi=38.0000 len=6050	6050	0	0.0000	0	0.0000	0	0.0000
k127_261640 flag=1 multi=8.0000 len=2401	2401	0	0.0000	0	0.0000	0	0.0000
k127_262562 flag=1 multi=12.0906 len=5260	5260	0	0.0000	0	0.0000	0	0.0000
k127_262621 flag=1 multi=6.0000 len=1112	1112	0	0.0000	0	0.0000	0	0.0000
k127_263195 flag=1 multi=4.0000 len=474	474	2394	5.0506	16	550.5492	8	550.5492
k127_263453 flag=0 multi=13.0000 len=1145	1145	0	0.0000	0	0.0000	0	0.0000
k127_263691 flag=1 multi=20.0000 len=1751	1751	0	0.0000	0	0.0000	0	0.0000
k127_263923 flag=1 multi=4.0000 len=388	388	0	0.0000	0	0.0000	0	0.0000
k127_264264 flag=1 multi=10.0000 len=831	831	0	0.0000	0	0.0000	0	0.0000
k127_264582 flag=0 multi=194.0000 len=2490	2490	0	0.0000	0	0.0000	0	0.0000
k127_264644 flag=1 multi=3.0000 len=531	531	0	0.0000	0	0.0000	0	0.0000
k127_265800 flag=1 multi=5.0000 len=576	576	0	0.0000	0	0.0000	0	0.0000
k127_265909 flag=1 multi=5.0000 len=755	755	0	0.0000	0	0.0000	0	0.0000
k127_266171 flag=1 multi=2.0000 len=452	452	0	0.0000	0	0.0000	0	0.0000
k127_266266 flag=1 multi=4.0000 len=1088	1088	1708	1.5699	12	179.8899	6	179.8899
k127_266322 flag=1 multi=2.0000 len=511	511	0	0.0000	0	0.0000	0	0.0000
k127_266929 flag=0 multi=284.9928 len=1788	1788	0	0.0000	0	0.0000	0	0.0000
k127_267411 flag=1 multi=51.0000 len=1652	1652	0	0.0000	0	0.0000	0	0.0000
k127_268074 flag=0 multi=32.0000 len=1601	1601	0	0.0000	0	0.0000	0	0.0000
k127_268362 flag=1 multi=2.0000 len=560	560	0	0.0000	0	0.0000	0	0.0000
k127_268530 flag=1 multi=4.0000 len=383	383	597	1.5587	4	170.3396	2	170.3396
k127_268739 flag=1 multi=4.0000 len=792	792	1200	1.5152	8	164.7477	4	164.7477
k127_268883 flag=1 multi=2.0000 len=408	408	0	0.0000	0	0.0000	0	0.0000
k127_268994 flag=1 multi=3.0000 len=426	426	0	0.0000	0	0.0000	0	0.0000
k127_269233 flag=0 multi=14.3887 len=1313	1313	0	0.0000	0	0.0000	0	0.0000
k127_269309 flag=1 multi=11.6337 len=1028	1028	0	0.0000	0	0.0000	0	0.0000
k127_269523 flag=1 multi=1.0000 len=380	380	137	0.3605	1	42.9211	0	0.0000
k127_269607 flag=1 multi=5.0000 len=525	525	0	0.0000	0	0.0000	0	0.0000
k127_271188 flag=1 multi=8.0000 len=984	984	0	0.0000	0	0.0000	0	0.0000
k127_271649 flag=1 multi=24.0000 len=1431	1431	0	0.0000	0	0.0000	0	0.0000
k127_272454 flag=1 multi=28.0000 len=1757	1757	0	0.0000	0	0.0000	0	0.0000
k127_272493 flag=1 multi=16.0000 len=992	992	0	0.0000	0	0.0000	0	0.0000
k127_272595 flag=1 multi=8.0504 len=960	960	0	0.0000	0	0.0000	0	0.0000
k127_275628 flag=1 multi=2.0000 len=497	497	1082	2.1771	8	262.5355	4	262.5355
k127_276075 flag=1 multi=39.0000 len=1288	1288	0	0.0000	0	0.0000	0	0.0000
k127_276360 flag=1 multi=4.7538 len=460	460	600	1.3043	4	141.8263	2	141.8263
k127_276913 flag=1 multi=2.0000 len=480	480	0	0.0000	0	0.0000	0	0.0000
k127_277830 flag=1 multi=7.0000 len=589	589	0	0.0000	0	0.0000	0	0.0000
k127_278417 flag=1 multi=4.0000 len=337	337	0	0.0000	0	0.0000	0	0.0000
